ISIN|PANZA L1|PANZA L2|PANZA L3|Name|Subindustry
DE0006047004|INDUSTRIALS|PROCESSED MATERIALS|CEMENT|HeidelbergCement AG|Cement Manufacturing
FR0013451044|INDUSTRIALS|PROCESSED MATERIALS|CEMENT|Hoffmann Green Cement Technologies SAS|Cement Manufacturing
CH0012214059|INDUSTRIALS|PROCESSED MATERIALS|CEMENT|Holcim Ltd|Cement Manufacturing
FR0000031775|INDUSTRIALS|PROCESSED MATERIALS|CEMENT|Vicat SA|Cement Manufacturing
FR0010313833|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Arkema SA|Diversified Specialty/Performance Chemicals Makers
DE000BASF111|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|BASF SE|Diversified Specialty/Performance Chemicals Makers
NO0010657505|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Borregaard ASA|Diversified Specialty/Performance Chemicals Makers
US1638511089|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Chemours|Dyes and Pigments Manufacturing
CH0012142631|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Clariant AG|Other Additive Manufacturing
NL0010583399|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Corbion NV|Other Additive Manufacturing
DE0006062144|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Covestro AG|Plastic Resins and Materials Manufacturing
GB00BJFFLV09|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Croda International PLC|Other Additive Manufacturing
CH0030486770|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Daetwyler Holding AG|Engineered Rubber Products Manufacturing
US2605571031|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Dow Inc|Diversified Specialty/Performance Chemicals Makers
GB0002418548|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Elementis PLC|Industrial and Construction Additive Manufacturing
NO0010816093|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Elkem ASA|Other Fibers and Polymers Manufacturing
CH0016440353|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|EMS-Chemie Holding AG|Plastic Resins and Materials Manufacturing
DE000EVNK013|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Evonik Industries AG|Diversified Specialty/Performance Chemicals Makers
DE000A3E5D64|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|FUCHS PETROLUB SE|Lubricants Manufacturing
SE0007074281|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Hexpol AB|Multi-Type Fibers and Polymers Manufacturing
FR0000120859|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Imerys SA|Other Additive Manufacturing
GB00BZ4BQC70|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Johnson Matthey PLC|Industrial and Construction Additive Manufacturing
FI0009004824|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Kemira Oyj|Pulp and Paper Additives Manufacturing
DE0005470405|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|LANXESS AG|Other Additive Manufacturing
AT0000644505|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Lenzing AG|Other Fibers and Polymers Manufacturing
NL0009434992|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|LyondellBasell Industries NV|Plastic Resins and Materials Manufacturing
DK0060336014|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Novozymes A/S|Diversified Specialty/Performance Chemicals Makers
SE0014960431|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Re:NewCell AB|Other Fibers and Polymers Manufacturing
BE0003470755|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Solvay SA|Diversified Specialty/Performance Chemicals Makers
GB0009887422|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Synthomer PLC|Multi-Type Fibers and Polymers Manufacturing
SE0000114837|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Trelleborg AB|Engineered Rubber Products Manufacturing
GB0009292243|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Victrex PLC|Plastic Resins and Materials Manufacturing
DE000WCH8881|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Wacker Chemie AG|Diversified Specialty/Performance Chemicals Makers
DE000KSAG888|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - AGRICULTURE COMMODITIES|K+S AG|Mixed Specialty and Commodity Chemical Makers
CA67077M1086|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - AGRICULTURE COMMODITIES|Nutrien Ltd|Multi-Type Fertilizers Manufacturing
NL0010558797|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - AGRICULTURE COMMODITIES|OCI NV|Nitrogenous Fertilizer Manufacturing
AT0000785555|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Semperit AG Holding|Engineered Rubber Products Manufacturing
BE0003555639|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Tessenderlo Group SA|Diversified Specialty/Performance Chemicals Makers
NO0010208051|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - AGRICULTURE COMMODITIES|Yara International ASA|Multi-Type Fertilizers Manufacturing
GB00B1XZS820|INDUSTRIALS|MINED MATERIALS|PRECIOUS NON-GOLD|Anglo American PLC|Diversified Metal Ore Mining
GB0000456144|INDUSTRIALS|MINED MATERIALS|COPPER|Antofagasta plc|Copper Ore Mining
CLP256251073|INDUSTRIALS|MINED MATERIALS|IRON ORE|CAP SA|Iron Ore Mining
GB00B67KBV28|INDUSTRIALS|MINED MATERIALS|COPPER|Central Asia Metals PLC|Copper Ore Mining
AU000000CIA2|INDUSTRIALS|MINED MATERIALS|IRON ORE|CHAMPION IRON LTD|Iron Ore Mining
GB00B1XH2C03|INDUSTRIALS|MINED MATERIALS|IRON ORE|Ferrexpo PLC|Iron Ore Mining
CA3359341052|INDUSTRIALS|MINED MATERIALS|COPPER|First Quantum Minerals Ltd.|Copper Ore Mining
AU000000FMG4|INDUSTRIALS|MINED MATERIALS|IRON ORE|FORTESCUE METALS GROUP LTD|Iron Ore Mining
US35671D8570|INDUSTRIALS|MINED MATERIALS|COPPER|Freeport McMoran|Copper Ore Mining
MXP370841019|INDUSTRIALS|MINED MATERIALS|COPPER|Grupo Mexico S.A.B. de C.V. Class B|Mixed Non-Ferrous and Ferrous Metals Ore Mining
CA46579R1047|INDUSTRIALS|MINED MATERIALS|COPPER|IVANHOE MINES LTD-CL A|Copper Ore Mining
CA5503721063|INDUSTRIALS|MINED MATERIALS|COPPER|Lundin Mining Corp|Copper Ore Mining
AU000000MIN4|INDUSTRIALS|MINED MATERIALS|IRON ORE|MINERAL RESOURCES LTD|Iron Ore Mining
AU000000OZL8|INDUSTRIALS|MINED MATERIALS|COPPER|OZ Minerals Limited|Copper Ore Mining
NO0010907389|INDUSTRIALS|MINED MATERIALS|IRON ORE|Rana Gruber AS|Iron Ore Mining
GB0007188757|INDUSTRIALS|MINED MATERIALS|IRON ORE|Rio Tinto PLC|Iron Ore Mining
US84265V1052|INDUSTRIALS|MINED MATERIALS|COPPER|Southern Copper Corporation|Copper Ore Mining
CA9004352071|INDUSTRIALS|MINED MATERIALS|COPPER|Turquoise Hill Resources Ltd.|Copper Ore Mining
US91912E1055|INDUSTRIALS|MINED MATERIALS|IRON ORE|Vale SA ADR|Iron Ore Mining
NL0000852564|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Aalberts NV|Other Metal Products Makers
SE0011090547|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Beijer Alma AB|General Metal Parts and Components Makers
DE000A1H8BV3|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|Norma Group SE|Fabricated Pipes and Pipe Fittings Products
IT0001029492|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|SAES Getters SpA|General Metal Parts and Components Makers
CH0239229302|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|SFS Group AG|Fasteners Manufacturing
SE0000108227|INDUSTRIALS|INDUSTRIAL MANUFACTURING|GENERAL MACHINERY|SKF AB|Ball and Roller Bearings Products
CA0084741085|INDUSTRIALS|MINED MATERIALS|GOLD|AGNICO EAGLE MINES LTD|Canada Gold Ore Mining
CA0115321089|INDUSTRIALS|MINED MATERIALS|GOLD|ALAMOS GOLD INC-CLASS A|Canada Gold Ore Mining
US0351282068|INDUSTRIALS|MINED MATERIALS|GOLD|ANGLOGOLD ASHANTI-SPON ADR|Other Africa Gold Ore Mining
CA11777Q2099|INDUSTRIALS|MINED MATERIALS|GOLD|B2GOLD CORP|Other Africa Gold Ore Mining
CA0679011084|INDUSTRIALS|MINED MATERIALS|GOLD|Barrick Gold Corp|Other Americas Gold Ore Mining
JE00B5TT1872|INDUSTRIALS|MINED MATERIALS|GOLD|CENTAMIN PLC|Other Africa Gold Ore Mining
GB00BL6K5J42|INDUSTRIALS|MINED MATERIALS|GOLD|ENDEAVOUR MINING PLC|Other Africa Gold Ore Mining
GB0003230421|INDUSTRIALS|MINED MATERIALS|PRECIOUS NON-GOLD|Eurasia Mining PLC|Platinum and Palladium Metals Ore Mining
GB00B2QPKJ12|INDUSTRIALS|MINED MATERIALS|PRECIOUS NON-GOLD|FRESNILLO PLC|Multiple Precious Metals Ore Mining
US38059T1060|INDUSTRIALS|MINED MATERIALS|GOLD|GOLD FIELDS LTD-SPONS ADR|Multinational Gold Ore Mining
GB00B15XDH89|INDUSTRIALS|MINED MATERIALS|GOLD|Greatland Gold PLC|Australia Gold Ore Mining
GB0031852162|INDUSTRIALS|MINED MATERIALS|PRECIOUS NON-GOLD|Jubilee Metals Group PLC|Platinum and Palladium Metals Ore Mining
CA4969024047|INDUSTRIALS|MINED MATERIALS|GOLD|KINROSS GOLD CORP|Other Americas Gold Ore Mining
AU000000NCM7|INDUSTRIALS|MINED MATERIALS|GOLD|NEWCREST MINING LTD|Australia Gold Ore Mining
US6516391066|INDUSTRIALS|MINED MATERIALS|GOLD|Newmont Corp|Other Americas Gold Ore Mining
AU000000NST8|INDUSTRIALS|MINED MATERIALS|GOLD|NORTHERN STAR RESOURCES LTD|Australia Gold Ore Mining
GB0004300496|INDUSTRIALS|MINED MATERIALS|GOLD|Pan African Resources PLC|South Africa Gold Ore Mining
CA98462Y1007|INDUSTRIALS|MINED MATERIALS|GOLD|YAMANA GOLD INC|Other Americas Gold Ore Mining
GB0061284906|INDUSTRIALS|MINED MATERIALS|PRECIOUS NON-GOLD|ZIMPLATS HOLDINGS LTD|Platinum and Palladium Metals Ore Mining
ES0132105018|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Acerinox SA|Minimills Specialty Steel Manufacturing
NL0000888691|INDUSTRIALS|PROCESSED MATERIALS|METAL RECYCLING|AMG Advanced Metallurgical Group NV|Other Non-Ferrous Metal Products Manufacturing
LU0569974404|INDUSTRIALS|PROCESSED MATERIALS|STEEL|APERAM SA|Minimills Specialty Steel Manufacturing
LU1598757687|INDUSTRIALS|PROCESSED MATERIALS|STEEL|ArcelorMittal SA|Integrated Steel Mills Manufacturing Flats
DE0006766504|FINANCIALS|INSURANCE|INSURANCE|Aurubis AG|Copper-Derived Structural Shape Manufacturing
GB00B3FLWH99|CONSUMER DISCRETIONARY|AUTOS|SUPPLIERS|Bodycote PLC|Metal Treatment Technologies and Services
SE0015811559|INDUSTRIALS|PROCESSED MATERIALS|METAL RECYCLING|Boliden AB|Other Metal Processing and Recycling Providers
BRCSNAACNOR6|INDUSTRIALS|PROCESSED MATERIALS|STEEL|CIA SIDERURGICA NACIONAL SA|Integrated Steel Mills Manufacturing Flats
US1858991011|INDUSTRIALS|PROCESSED MATERIALS|STEEL|CLEVELAND-CLIFFS INC|Integrated Steel Mills Mixed Production Makers
JP3491000000|INDUSTRIALS|PROCESSED MATERIALS|STEEL|DAIDO STEEL CO LTD|Minimills Specialty Steel Manufacturing
FR0000053381|INDUSTRIALS|PROCESSED MATERIALS|METAL RECYCLING|Derichebourg SA|Metal Recycling Providers
FR0000131757|INDUSTRIALS|PROCESSED MATERIALS|METAL RECYCLING|Eramet SA|Other Non-Ferrous Metal Products Manufacturing
GB00B71N6K86|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Evraz PLC|Integrated Steel Mills Mixed Production Makers
SE0006288015|INDUSTRIALS|PROCESSED MATERIALS|ALUMINIUM|Granges AB|Fabricated Aluminum Structural Shape Manufacturing
KR7004020004|INDUSTRIALS|PROCESSED MATERIALS|STEEL|HYUNDAI STEEL CO|Integrated Steel Mills Manufacturing Flats
JP3386030005|INDUSTRIALS|PROCESSED MATERIALS|STEEL|JFE HOLDINGS INC|Integrated Steel Mills Mixed Production Makers
DE000KC01000|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Kloeckner & Co SE|Metal Processing and Metal Service Centers
JP3289800009|INDUSTRIALS|PROCESSED MATERIALS|STEEL|KOBE STEEL LTD|Diversified Primary Metals Processors
FR0000039620|INDUSTRIALS|PROCESSED MATERIALS|COMPOSITE MATERIALS|Mersen SA|Carbon and Graphite Products Manufacturing
JP3381000003|INDUSTRIALS|PROCESSED MATERIALS|STEEL|NIPPON STEEL CORP|Integrated Steel Mills Mixed Production Makers
NO0005052605|INDUSTRIALS|PROCESSED MATERIALS|ALUMINIUM|Norsk Hydro ASA|Fabricated Aluminum Structural Shape Manufacturing
US6703461052|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Nucor Corp|Minimills Mixed Product Manufacturing
FI0009002422|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Outokumpu Oyj|Minimills Specialty Steel Manufacturing
KR7005490008|INDUSTRIALS|PROCESSED MATERIALS|STEEL|POSCO HOLDINGS INC|Integrated Steel Mills Mixed Production Makers
DE0006202005|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Salzgitter AG|Diversified Primary Metals Processors
US2017231034|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Salzgitter AG|Diversified Primary Metals Processors
DE0007235301|INDUSTRIALS|PROCESSED MATERIALS|COMPOSITE MATERIALS|SGL Carbon SE|Carbon and Graphite Products Manufacturing
SE0000120669|INDUSTRIALS|PROCESSED MATERIALS|STEEL|SSAB AB|Integrated Steel Mills Mixed Production Makers
SE0000171100|INDUSTRIALS|PROCESSED MATERIALS|STEEL|SSAB AB|Integrated Steel Mills Mixed Production Makers
US8581191009|INDUSTRIALS|PROCESSED MATERIALS|STEEL|STEEL DYNAMICS INC|Minimills Manufacturing Flats
CA8585221051|INDUSTRIALS|PROCESSED MATERIALS|STEEL|STELCO HOLDINGS INC|Integrated Steel Mills Manufacturing Flats
CH0005795668|INDUSTRIALS|PROCESSED MATERIALS|STEEL|Swiss Steel Holding AG|Minimills Specialty Steel Manufacturing
BE0974320526|INDUSTRIALS|PROCESSED MATERIALS|METAL RECYCLING|Umicore SA|Metal Recycling Providers
US9129091081|INDUSTRIALS|PROCESSED MATERIALS|STEEL|UNITED STATES STEEL CORP|Integrated Steel Mills Manufacturing Flats
BRUSIMACNPA6|INDUSTRIALS|PROCESSED MATERIALS|STEEL|USINAS SIDER MINAS GER-PF A|Integrated Steel Mills Manufacturing Flats
AT0000937503|INDUSTRIALS|PROCESSED MATERIALS|STEEL|voestalpine AG|Integrated Steel Mills Mixed Production Makers
BE0974258874|FINANCIALS|INSURANCE|INSURANCE|Bekaert SA|Diversified Materials
NO0010890965|FINANCIALS|INSURANCE|INSURANCE|BEWi ASA|Diversified Materials
FR0000130692|CONSUMER DISCRETIONARY|APPAREL|TEXTILES|Chargeurs SA|General Textiles Makers
GB00B4YZN328|CONSUMER DISCRETIONARY|APPAREL|TEXTILES|Coats Group PLC|Apparel Fabrics Manufacturing
IE0001827041|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|CRH PLC|General Construction Materials Manufacturing
DE000A0LAUP1|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|CropEnergies AG|Ethanol Fuel Manufacturing
GB00B0744359|FINANCIALS|INSURANCE|INSURANCE|Essentra PLC|Diversified Materials
GB0004270301|FINANCIALS|INSURANCE|INSURANCE|Hill & Smith Holdings PLC|Diversified Materials
SE0011090018|FINANCIALS|INSURANCE|INSURANCE|Holmen AB|Diversified Materials
GB0006027295|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Morgan Advanced Materials PLC|Clay and Ceramic Products Manufacturing
BE0003656676|FINANCIALS|INSURANCE|INSURANCE|Recticel SA|Diversified Materials
NL0012650360|FINANCIALS|INSURANCE|INSURANCE|RHI Magnesita NV|Other Nonmetallic Mineral Product Makers
CH0010754924|INDUSTRIALS|PROCESSED MATERIALS|COMPOSITE MATERIALS|Schweiter Technologies AG|Composite Materials Manufacturing
FI0009005961|FINANCIALS|INSURANCE|INSURANCE|Stora Enso Oyj|Diversified Materials
DE000A0JL9W6|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|VERBIO Vereinigte BioEnergie AG|Biodiesel Fuel Manufacturing
GB00B82YXW83|INDUSTRIALS|PROCESSED MATERIALS|CHEMICALS|Vesuvius PLC|Clay and Ceramic Products Manufacturing
FR0000120073|INDUSTRIALS|PROCESSED MATERIALS|INDUSTRIAL GASES|Air Liquide SA|Diversified Industrial Gas Manufacturing
NO0010936081|INDUSTRIALS|PROCESSED MATERIALS|INDUSTRIAL GASES|Aker Clean Hydrogen AS|Hydrogen Gas Manufacturing
PTALT0AE0002|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Altri SGPS SA|Pulp Mills
SE0000862997|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|BillerudKorsnas AB|Other Paper Packaging Products Manufacturing
DK0010256197|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Brodrene Hartmann A/S|Other Paper Packaging Products Manufacturing
PTCOR0AE0006|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Corticeira Amorim SGPS SA|Protective/Pressure Sensitive Material Products
GB0008220112|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|DS Smith PLC|Corrugated Container Manufacturing
ES0130625512|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Ence Energia y Celulosa SA|Pulp Mills
DE000A0LD6E6|FINANCIALS|INSURANCE|INSURANCE|Gerresheimer AG|Multi-Type Plastic Packaging Products Makers
FR0012819381|FINANCIALS|INSURANCE|INSURANCE|Groupe Guillin|Other Plastic Containers/Components Manufacturing
FI0009000459|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Huhtamaki Oyj|Other Paper Packaging Products Manufacturing
AT0000938204|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Mayr Melnhof Karton AG|Folding Carton Manufacturing
FI0009000665|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Metsa Board Oyj|Folding Carton Manufacturing
GB00B1CRLC47|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Mondi PLC|Other Paper Packaging Products Manufacturing
PTPTI0AM0006|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Navigator Co SA/The|Paper Mills
NO0010861115|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Norske Skog ASA|Paper Mills
IT0001178299|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Reno de Medici SpA|Paper Mills
PTSEM0AM0004|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Semapa-Sociedade de Investimento e Gesta|Paper Mills
CH0435377954|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|SIG Combibloc Group AG|Folding Carton Manufacturing
IE00B1RR8406|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Smurfit Kappa Group PLC|Other Paper Packaging Products Manufacturing
SE0000112724|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|Svenska Cellulosa AB SCA|Diversified Pulp and Paper Mills
FR0013295789|INDUSTRIALS|PROCESSED MATERIALS|ALUMINIUM|TFF Group|Other Metal Packaging Products Makers
FI0009005987|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|UPM-Kymmene Oyj|Printing and Stationary Paper Products
DE0006636681|INDUSTRIALS|PROCESSED MATERIALS|FORESTRY|va-Q-tec AG|Protective/Pressure Sensitive Material Products
FR0013447729|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - GLASS|Verallia SA|Glass Container Manufacturing
CH0530235594|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - GLASS|Vetropack Holding AG|Glass Container Manufacturing
ES0183746314|CONSUMER NON-DISCRETIONARY|STAPLES|NON BRANDED - GLASS|Vidrala SA|Glass Container Manufacturing
IT0001469383|CONSUMER DISCRETIONARY|ADVERTISING|PRINT|Arnoldo Mondadori Editore SpA|Book Publishing
ES0109427734|CONSUMER DISCRETIONARY|ADVERTISING|TV|Atresmedia Corp de Medios de Comunicacio|Television Stations
GB00BJQZC279|CONSUMER DISCRETIONARY|ADVERTISING|PRINT|Daily Mail & General Trust PLC|Newspapers
GB00BKP36R26|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|EVENTS|Hyve Group PLC|Business Event and Conference Organizers
GB0033986497|CONSUMER DISCRETIONARY|ADVERTISING|TV|ITV PLC|International TV Cable and Broadcast Networks
FR0000077919|CONSUMER DISCRETIONARY|ADVERTISING|OUTDOOR ADS|JCDecaux SA|Display Advertising Services
FR0000130213|CONSUMER DISCRETIONARY|ADVERTISING|PRINT|Lagardere SA|Book Publishing
ES0152503035|CONSUMER DISCRETIONARY|ADVERTISING|TV|Mediaset Espana Comunicacion SA|International TV Cable and Broadcast Networks
FR0000053225|CONSUMER DISCRETIONARY|ADVERTISING|TV|Metropole Television SA|International TV Cable and Broadcast Networks
NL0015000N09|CONSUMER DISCRETIONARY|ADVERTISING|TV|MFE-MediaForEurope NV|International TV Cable and Broadcast Networks
GB0030026057|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|Next Fifteen Communications Group PLC|Marketing and Advertising Agencies and Networks
DE000PSM7770|CONSUMER DISCRETIONARY|ADVERTISING|TV|ProSiebenSat.1 Media SE|International TV Cable and Broadcast Networks
FR0000130577|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|Publicis Groupe SA|Marketing and Advertising Agencies and Networks
GB0009039941|CONSUMER DISCRETIONARY|ADVERTISING|PRINT|Reach PLC|Newspapers
GB00BFZZM640|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|S4 Capital PLC|Marketing and Advertising Agencies and Networks
NO0010736879|CONSUMER DISCRETIONARY|ADVERTISING|PRINT|Schibsted ASA|Newspapers
NO0003028904|CONSUMER DISCRETIONARY|ADVERTISING|PRINT|Schibsted ASA|Newspapers
DE0007493991|CONSUMER DISCRETIONARY|ADVERTISING|OUTDOOR ADS|Stroeer SE & Co KGaA|Display Advertising Services
FR0000054900|CONSUMER DISCRETIONARY|ADVERTISING|TV|Television Francaise 1|International TV Cable and Broadcast Networks
JE00B8KF9B49|CONSUMER DISCRETIONARY|ADVERTISING|MEDIA SERVICES|WPP PLC|Marketing and Advertising Agencies and Networks
FR0000039299|CONSUMER DISCRETIONARY|ENTERTAINMENT|VIDEO|Bollore SA|General Entertainment and Programming
NL0015000IY2|CONSUMER DISCRETIONARY|ENTERTAINMENT|AUDIO|Universal Music Group NV|Music
FR0000127771|CONSUMER DISCRETIONARY|ENTERTAINMENT|VIDEO|Vivendi SE|General Entertainment and Programming
FR0000066672|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|EVENTS|GL Events|Business Event and Conference Organizers
GB00BMJ6DW54|INDUSTRIALS|BUSINESS SERVICES & DEFENCE|EVENTS|Informa PLC|Diversified Electronic Media and Sites
GB0007689002||||Kin & Carta PLC|Other Marketing Specialists
SE0007897079|CONSUMER NON-DISCRETIONARY|EDUCATION|PUBLISHING|AcadeMedia AB|Primary and Secondary Education
GB0006776081|CONSUMER NON-DISCRETIONARY|EDUCATION|PUBLISHING|Pearson PLC|Multi-Age Educational Services
LU1250154413|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE- OWNERS|ADLER Group SA|Residential Property Owners
BE0003851681|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Aedifica SA|Healthcare and Life Sciences Equity REITs
SE0013110186|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE- OWNERS|Akelius Residential Property AB|Residential Property Owners
DE000A0LD2U1|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE- OWNERS|alstria office REIT-AG|Office Equity REITs
LU1673108939|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE- OWNERS|Aroundtown SA|Commercial Property Owners
GB00BVGBWW93|CONSUMER NON-DISCRETIONARY|HEALTHCARE|HEALTHCARE SERVICES|Assura PLC|Healthcare and Life Sciences Equity REITs
SE0000191827|CONSUMER DISCRETIONARY|HOUSING|REAL ESTATE- OWNERS|Atrium Ljungberg AB|Commercial Property Owners
